Date,AMD,INTC,QCOM
20210216,91.45999908447266,56.8172607421875,135.79893493652344
20210217,89.94000244140625,56.25334930419922,133.57496643066406
20210218,88.63999938964844,56.03507614135742,132.79981994628906
20210219,89.58000183105469,57.30839157104492,133.7503204345703
20210222,85.37000274658203,55.216514587402344,128.693359375
20210223,84.73999786376953,55.589412689208984,126.53402709960938
20210224,86.94000244140625,57.47209930419922,130.20675659179688
20210225,82.41999816894531,54.934566497802734,125.06678009033203
20210226,84.51000213623047,55.280181884765625,125.67582702636719
20210301,86.38999938964844,57.190155029296875,128.72103881835938
20210302,84.12999725341797,55.69855880737305,126.46021270751953
20210303,80.86000061035156,54.47980880737305,122.07459259033203
20210304,77.75,53.0518684387207,118.49559020996094
20210305,78.5199966430664,55.24380874633789,120.30361938476562
20210308,73.95999908447266,54.434329986572266,114.23049926757812
20210309,78.52999877929688,56.99915313720703,119.71024322509766
20210310,77.5199966430664,56.61716079711914,118.56050109863281
20210311,81.2300033569336,57.58124542236328,122.14874267578125
20210312,81.05000305175781,57.208351135253906,120.51687622070312
20210315,82.5,58.0178108215332,122.05603790283203
20210316,82.75,58.91823196411133,123.91968536376953
20210317,82.62999725341797,59.82773971557617,124.1700210571289
20210318,78.12000274658203,57.96324920654297,120.30361938476562
20210319,79.05999755859375,57.99052047729492,121.4811782836914
20210322,80.30000305175781,59.691314697265625,124.32765197753906
20210323,78.37999725341797,57.73585510253906,122.87194061279297
20210324,76.4800033569336,56.42617416381836,117.92073822021484
20210325,76.22000122070312,56.40797805786133,118.01345825195312
20210326,77.41000366210938,59.000091552734375,123.30774688720703
20210329,77.13999938964844,58.66355895996094,121.71297454833984
20210330,76.0,57.99962615966797,120.63741302490234
20210331,78.5,58.20881271362305,122.93685150146484
20210401,81.08999633789062,58.70904541015625,127.75828552246094
20210405,81.43000030517578,60.518985748291016,130.11337280273438
20210406,81.44000244140625,59.627655029296875,128.0086212158203
20210407,82.19999694824219,60.25519943237305,129.2788848876953
20210408,83.3499984741211,60.98283386230469,130.1226348876953
20210409,82.76000213623047,62.083335876464844,130.3358612060547
20210412,78.58000183105469,59.49122619628906,127.43375396728516
20210413,80.19000244140625,59.318416595458984,127.30396270751953
20210414,78.55000305175781,58.381614685058594,124.93961334228516
20210415,83.01000213623047,59.13650894165039,127.80462646484375
20210416,82.1500015258789,58.89094543457031,128.147705078125
20210419,81.11000061035156,57.87228775024414,125.40320587158203
20210420,79.2699966430664,57.02644348144531,123.6878890991211
20210421,81.61000061035156,57.93596649169922,126.27477264404297
20210422,79.05999755859375,56.908206939697266,123.2891845703125
20210423,82.76000213623047,53.87953186035156,125.57011413574219
20210426,85.41000366210938,53.442962646484375,128.84310913085938
20210427,85.20999908447266,52.72445297241211,127.9622802734375
20210428,84.0199966430664,52.406124114990234,126.62711334228516
20210429,83.91000366210938,53.00639724731445,132.29225158691406
20210430,81.62000274658203,52.32426071166992,128.6947784423828
20210503,78.55000305175781,52.07869338989258,127.42446899414062
20210504,78.61000061035156,51.75126647949219,124.35546875
20210505,77.83000183105469,51.70579528808594,124.84688568115234
20210506,77.88999938964844,52.33539962768555,126.09857940673828
20210507,78.80999755859375,52.77465057373047,127.81391906738281
20210510,75.98999786376953,51.21894836425781,119.55259704589844
20210511,76.83000183105469,50.36790084838867,119.02409362792969
20210512,74.63999938964844,49.06843566894531,115.547119140625
20210513,73.08999633789062,49.425323486328125,117.8558349609375
20210514,74.58999633789062,50.651580810546875,120.67449188232422
20210517,74.6500015258789,50.63328552246094,120.34999084472656
20210518,74.44000244140625,50.184879302978516,119.52479553222656
20210519,76.2300033569336,50.66073226928711,121.14739227294922
20210520,78.05999755859375,51.200660705566406,122.98321533203125
20210521,77.16999816894531,51.319610595703125,121.88914489746094
20210524,77.44000244140625,52.124908447265625,123.23358917236328
20210525,77.86000061035156,52.04256057739258,124.01239013671875
20210526,78.33999633789062,52.088314056396484,123.40048217773438
20210527,78.41999816894531,52.829551696777344,123.9104232788086
20210528,80.08000183105469,52.27133560180664,124.744873046875
20210601,80.80999755859375,52.06086349487305,124.1885986328125
20210602,81.97000122070312,52.600772857666016,124.71045684814453
20210603,80.27999877929688,51.46603775024414,122.80931091308594
20210604,81.58000183105469,52.50011444091797,125.19503784179688
20210607,81.3499984741211,52.2438850402832,124.24449157714844
20210608,80.88999938964844,52.161521911621094,125.06458282470703
20210609,79.95999908447266,52.161521911621094,123.84376525878906
20210610,81.55999755859375,52.50926208496094,125.08324432373047
20210611,81.30999755859375,52.939369201660156,125.45598602294922
20210614,81.55000305175781,53.25050735473633,127.96287536621094
20210615,80.47000122070312,53.06748962402344,126.35065460205078
20210616,80.11000061035156,52.36285400390625,125.7635269165039
20210617,84.55999755859375,52.32625198364258,126.13632202148438
20210618,84.6500015258789,50.94442367553711,123.94628143310547
20210621,82.58999633789062,51.127437591552734,124.84093475341797
20210622,83.58000183105469,51.127437591552734,125.88467407226562
20210623,83.81999969482422,50.569217681884766,126.29472351074219
20210624,86.0999984741211,51.31046676635742,128.53135681152344
20210625,85.62000274658203,51.16404342651367,128.27972412109375
20210628,87.08000183105469,52.600772857666016,130.2088165283203
20210629,89.5199966430664,51.9327392578125,132.91139221191406
20210630,93.93000030517578,51.37452697753906,133.2003173828125
20210701,93.30999755859375,51.255558013916016,131.21533203125
20210702,94.69999694824219,51.941898345947266,132.87413024902344
20210706,94.47000122070312,51.32876968383789,131.57875061035156
20210707,90.54000091552734,51.209800720214844,130.44180297851562
20210708,89.73999786376953,50.68818664550781,128.8761444091797
20210709,90.9000015258789,51.23725509643555,131.8024139404297
20210712,90.80999755859375,51.9144401550293,132.77163696289062
20210713,90.26000213623047,52.04256057739258,131.56944274902344
20210714,89.05000305175781,51.722267150878906,133.96450805664062
20210715,86.93000030517578,51.072540283203125,131.83038330078125
20210716,85.88999938964844,50.30384063720703,130.1995086669922
20210719,86.58000183105469,50.00185775756836,129.34214782714844
20210720,87.11000061035156,50.55092239379883,130.0503692626953
20210721,89.41000366210938,51.456886291503906,132.49203491210938
20210722,91.20999908447266,51.209800720214844,132.74363708496094
20210723,92.1500015258789,48.501060485839844,135.01756286621094
20210726,91.81999969482422,49.69987106323242,133.7314910888672
20210727,91.02999877929688,48.66578674316406,131.33642578125
20210728,97.93000030517578,48.56512451171875,132.74363708496094
20210729,102.94999694824219,49.14164733886719,140.71163940429688
20210730,106.19000244140625,49.159942626953125,139.60264587402344
20210802,108.62999725341797,49.12334442138672,138.7266387939453
20210803,112.55999755859375,49.4710807800293,137.87857055664062
20210804,118.7699966430664,49.324668884277344,138.1302032470703
20210805,112.3499984741211,49.635986328125,136.83482360839844
20210806,110.11000061035156,49.663612365722656,136.32225036621094
20210809,107.58000183105469,49.78335952758789,136.91868591308594
20210810,106.4800033569336,49.68204116821289,135.94017028808594
20210811,107.68000030517578,49.866249084472656,136.6950225830078
20210812,106.5,49.3136100769043,137.13304138183594
20210813,110.55000305175781,49.26755905151367,138.5216064453125
20210816,107.4800033569336,49.24913787841797,138.04632568359375
20210817,107.55999755859375,48.53071212768555,134.57957458496094
20210818,103.44000244140625,48.0701789855957,132.5013427734375
20210819,103.69999694824219,48.300445556640625,131.03823852539062
20210820,104.6500015258789,47.90438461303711,132.41748046875
20210823,108.7699966430664,49.02808380126953,134.32791137695312
20210824,107.6500015258789,49.56230163574219,134.62619018554688
20210825,108.30000305175781,49.56230163574219,134.0763397216797
20210826,107.2699966430664,48.93598175048828,132.68775939941406
20210827,111.4000015258789,49.635986328125,134.98960876464844
20210830,111.31999969482422,49.68204116821289,136.00540161132812
20210831,110.72000122070312,49.792564392089844,136.704345703125
20210901,109.98999786376953,49.433353424072266,137.11630249023438
20210902,109.19999694824219,49.48861312866211,135.87107849121094
20210903,109.91999816894531,49.285987854003906,135.41229248046875
20210907,109.1500015258789,49.41493225097656,134.5884246826172
20210908,106.16999816894531,49.34123992919922,133.436767578125
20210909,106.1500015258789,49.18466567993164,132.55670166015625
20210910,105.19999694824219,49.58993911743164,133.58657836914062
20210913,104.80000305175781,50.6491584777832,134.27008056640625
20210914,105.7300033569336,50.21625518798828,132.1447296142578
20210915,105.5999984741211,50.76889419555664,129.4295654296875
20210916,106.22000122070312,50.50178146362305,129.57936096191406
20210917,103.87999725341797,49.976776123046875,125.0853042602539
20210920,101.55000305175781,48.79782485961914,124.29878997802734
20210921,102.81999969482422,48.69649887084961,123.35315704345703
20210922,104.37999725341797,49.27677536010742,124.5328598022461
20210923,106.1500015258789,49.76493835449219,125.37554931640625
20210924,105.80000305175781,49.93993377685547,125.34745025634766
20210927,108.16000366210938,50.34519958496094,124.9729232788086
20210928,101.5199966430664,49.737308502197266,121.62107849121094
20210929,100.3499984741211,49.26755905151367,121.04059600830078
20210930,102.9000015258789,49.07413101196289,120.75973510742188
20211001,102.44999694824219,49.60835647583008,120.50695037841797
20211004,100.33999633789062,49.24913787841797,118.6063232421875
20211005,101.80999755859375,49.69124984741211,119.40214538574219
20211006,103.63999938964844,49.71887969970703,119.89834594726562
20211007,106.44999694824219,49.90309143066406,119.69237518310547
20211008,105.05999755859375,49.56230163574219,118.48461151123047
20211011,104.68000030517578,49.22150802612305,116.97720336914062
20211012,105.04000091552734,48.051761627197266,115.1140365600586
20211013,109.16000366210938,48.13465118408203,117.07083129882812
20211014,111.98999786376953,49.64519500732422,120.46012115478516
20211015,112.12000274658203,50.160980224609375,121.90196990966797
20211018,116.43000030517578,50.170204162597656,121.82706451416016
20211019,116.33000183105469,50.851783752441406,124.05538177490234
20211020,116.38999938964844,50.99916076660156,123.73705291748047
20211021,119.33000183105469,51.57941818237305,124.57034301757812
20211022,119.81999969482422,45.55568313598633,123.23147583007812
20211025,122.36000061035156,45.50962448120117,123.52169799804688
20211026,122.93000030517578,44.46883010864258,123.53107452392578
20211027,122.27999877929688,44.109615325927734,122.83824920654297
20211028,121.16000366210938,44.28462219238281,125.16954803466797
20211029,120.2300033569336,45.13199996948242,124.56097412109375
20211101,125.2300033569336,45.63858413696289,126.21814727783203
20211102,127.62999725341797,45.92411422729492,126.61140441894531
20211103,130.52999877929688,46.41227722167969,129.6542510986328
20211104,137.5,46.660823822021484,146.16065979003906
20211105,136.33999633789062,47.22658157348633,152.63963317871094
20211108,150.16000366210938,47.81089782714844,155.27987670898438
20211109,148.9199981689453,47.48628234863281,156.1131591796875
20211110,139.8699951171875,47.07819366455078,149.61546325683594
20211111,146.00999450683594,46.86487579345703,153.9410400390625
20211112,147.88999938964844,46.660823822021484,154.4279022216797
20211115,146.49000549316406,46.67010498046875,157.77037048339844
20211116,152.4499969482422,46.9390754699707,170.2227020263672
20211117,151.33999633789062,46.586631774902344,171.8424530029297
20211118,155.02000427246094,46.0765266418457,174.4453125
20211119,155.41000366210938,45.928138732910156,173.20941162109375
20211122,152.52000427246094,46.21565246582031,169.83885192871094
20211123,149.9199981689453,45.538604736328125,169.4081573486328
20211124,157.8000030517578,46.150718688964844,169.19284057617188
20211126,154.80999755859375,45.24181365966797,164.53958129882812
20211129,161.91000366210938,46.373313903808594,172.0297088623047
20211130,158.3699951171875,45.631343841552734,169.05238342285156
20211201,149.11000061035156,45.07486343383789,165.05819702148438
20211202,150.67999267578125,45.90958786010742,166.3739471435547
20211203,144.00999450683594,45.6777229309082,165.88523864746094
20211206,139.05999755859375,47.29151153564453,164.8890380859375
20211207,144.85000610351562,48.75690460205078,172.66123962402344
20211208,145.24000549316406,47.99638748168945,171.6368408203125
20211209,138.10000610351562,46.818504333496094,171.28909301757812
20211210,138.5500030517578,46.9205207824707,172.81161499023438
20211213,133.8000030517578,46.373313903808594,172.28530883789062
20211214,135.60000610351562,46.0950813293457,171.02597045898438
20211215,146.5,46.994720458984375,177.88656616210938
20211216,138.63999938964844,47.14311599731445,167.426513671875
20211217,137.75,46.94834899902344,166.15777587890625
20211220,135.8000030517578,46.00232696533203,166.03561401367188
20211221,144.25,47.087467193603516,168.77041625976562
20211222,143.8800048828125,47.2729606628418,170.4620819091797
20211223,146.13999938964844,47.58829879760742,171.74021911621094
20211227,154.36000061035156,48.172603607177734,175.1141357421875
20211228,153.14999389648438,48.00565719604492,173.69503784179688
20211229,148.25999450683594,48.070579528808594,174.99197387695312
20211230,145.14999389648438,47.98711013793945,171.73085021972656
20211231,143.89999389648438,47.7645149230957,171.86241149902344
20220103,150.24000549316406,49.35048294067383,175.00132751464844
20220104,144.4199981689453,49.28556442260742,175.95997619628906
20220105,136.14999389648438,49.962608337402344,175.27389526367188
20220106,136.22999572753906,50.09245300292969,174.75701904296875
20220107,132.0,49.56380081176758,169.5504913330078
20220110,132.0,51.20541763305664,168.86439514160156
20220111,137.30999755859375,51.854644775390625,174.24009704589844
20220112,137.47000122070312,51.69697189331055,175.1986846923828
20220113,132.74000549316406,50.95499801635742,172.8209991455078
20220114,136.8800048828125,51.65987777709961,177.3320770263672
20220118,131.92999267578125,50.788063049316406,168.09375
20220119,128.27000427246094,49.73074722290039,162.08843994140625
20220120,121.88999938964844,48.265350341796875,156.47776794433594
20220121,118.80999755859375,48.265350341796875,155.0022735595703
20220124,116.52999877929688,48.172603607177734,159.8328857421875
20220125,111.12999725341797,47.3007926940918,155.490966796875
20220126,110.70999908447266,47.940738677978516,156.94766235351562
20220127,102.5999984741211,44.564762115478516,151.4967803955078
20220128,105.23999786376953,44.267967224121094,156.76913452148438
20220131,114.25,45.278907775878906,165.18038940429688
20220201,116.77999877929688,45.399478912353516,166.46792602539062
20220202,122.76000213623047,45.91885757446289,176.87155151367188
20220203,120.08000183105469,44.778072357177734,168.31932067871094
20220204,123.5999984741211,44.86685562133789,168.6670684814453
20220207,123.66999816894531,45.025733947753906,164.5507049560547
20220208,128.22999572753906,45.61448287963867,167.8400421142578
20220209,132.85000610351562,46.64247131347656,172.87738037109375
20220210,125.7699966430664,45.66120910644531,163.59213256835938
20220211,113.18000030517578,44.51173782348633,154.72975158691406
20220214,114.2699966430664,44.465003967285156,155.19021606445312
20220215,121.47000122070312,45.268707275390625,162.58651733398438
20220216,117.69000244140625,45.07244873046875,162.21060180664062
20220217,112.37000274658203,44.455665588378906,156.7597198486328
20220218,113.83000183105469,42.09130096435547,157.54916381835938
20220222,115.6500015258789,41.76420974731445,155.90447998046875
20220223,109.76000213623047,41.726829528808594,151.89149475097656
20220224,116.61000061035156,43.661312103271484,157.86866760253906
20220225,121.05999755859375,44.58649444580078,160.64109802246094
20220228,123.33999633789062,44.577152252197266,161.63731384277344
20220301,113.83000183105469,43.7547607421875,153.8369140625
20220302,118.27999877929688,45.670555114746094,159.72576904296875
20220303,111.9800033569336,44.79209899902344,156.0452423095703
20220304,108.41000366210938,44.92293167114258,153.1291046142578
20220307,102.94999694824219,44.5584602355957,141.65341186523438
20220308,105.52999877929688,44.39023971557617,142.2762451171875
20220309,111.05000305175781,44.51173782348633,148.26890563964844
20220310,106.45999908447266,43.60524368286133,146.00401306152344
20220311,104.29000091552734,42.82958221435547,143.767333984375
20220314,102.25,41.493202209472656,133.33914184570312
20220315,109.33000183105469,41.8763542175293,136.0948486328125
20220316,115.37000274658203,43.57720184326172,141.9837188720703
20220317,111.69000244140625,44.05381774902344,144.2297821044922
20220318,113.45999908447266,44.34352493286133,145.3245086669922
20220321,115.91999816894531,44.287452697753906,146.83444213867188
20220322,114.77999877929688,45.221981048583984,148.7407684326172
20220323,113.91999816894531,45.109832763671875,144.2675018310547
20220324,120.52999877929688,48.240509033203125,149.54296875
20220325,119.66999816894531,48.436763763427734,149.08050537109375
20220328,120.23999786376953,48.137718200683594,149.53353881835938
20220329,123.2300033569336,48.82926940917969,152.00608825683594
20220330,119.22000122070312,48.06295394897461,144.13539123535156
20220331,109.33999633789062,46.31538009643555,144.22035217285156
20220401,108.19000244140625,44.960304260253906,138.71841430664062
20220404,110.52999877929688,45.978946685791016,145.15463256835938
20220405,106.81999969482422,44.979000091552734,137.27450561523438
20220406,103.66999816894531,44.42762756347656,131.4422607421875
20220407,103.72000122070312,44.446319580078125,131.38565063476562
20220408,101.0,43.94166946411133,128.99803161621094
20220411,97.37000274658203,43.52113342285156,127.74284362792969
20220412,95.0999984741211,43.455711364746094,128.43182373046875
20220413,97.73999786376953,43.93232345581055,132.59359741210938
20220414,93.05999755859375,42.68004608154297,129.20562744140625
20220418,93.88999938964844,43.5865478515625,131.4800567626953
20220419,96.93000030517578,44.79209899902344,133.1126708984375
20220420,94.0199966430664,44.960304260253906,132.442626953125
20220421,89.8499984741211,44.39023971557617,128.45066833496094
20220422,88.13999938964844,43.49309158325195,125.33636474609375
20220425,90.69000244140625,43.97905731201172,128.87533569335938
20220426,85.16000366210938,42.539878845214844,125.98753356933594
20220427,84.91000366210938,42.259517669677734,127.49746704101562
20220428,89.63999938964844,43.77345657348633,139.8508758544922
20220429,85.5199966430664,40.73622512817383,131.82919311523438
20220502,89.83999633789062,42.01654052734375,137.09519958496094
20220503,91.12999725341797,42.10999298095703,136.14202880859375
20220504,99.41999816894531,43.49309158325195,140.66250610351562
20220505,93.87000274658203,42.00957107543945,133.6694793701172
20220506,95.33999633789062,41.726993560791016,132.6691131591797
20220509,86.36000061035156,40.568443298339844,127.32764434814453
20220510,88.7300033569336,41.4538459777832,129.11129760742188
20220511,87.91999816894531,40.342376708984375,124.85505676269531
20220512,87.05999755859375,40.35179901123047,124.35488891601562
20220513,95.12000274658203,41.06765365600586,127.33705139160156
20220516,94.23999786376953,40.577857971191406,126.37446594238281
20220517,102.47000122070312,41.82119369506836,131.82919311523438
20220518,96.27999877929688,39.8902587890625,123.10916137695312
20220519,96.66999816894531,39.570003509521484,123.22241973876953
20220520,93.5,39.23091125488281,124.1944580078125
20220523,95.06999969482422,39.56058883666992,124.6852035522461
20220524,91.16000366210938,39.249755859375,121.2972183227539
20220525,92.6500015258789,39.74897003173828,123.84527587890625
20220526,98.75,40.95462417602539,127.25212097167969
20220527,102.26000213623047,41.96247482299805,131.89524841308594
20220531,101.86000061035156,41.840030670166016,135.16055297851562
20220601,101.22000122070312,41.548030853271484,132.83627319335938
20220602,108.58999633789062,42.23563766479492,138.69918823242188
20220603,106.30000305175781,40.86985778808594,133.9746856689453
20220606,105.6500015258789,40.822757720947266,133.23471069335938
20220607,105.27999877929688,41.00171661376953,134.6103057861328
20220608,101.9000015258789,38.83530044555664,131.83067321777344
20220609,98.80000305175781,37.68616485595703,129.6960906982422
20220610,94.81999969482422,36.90437316894531,126.36615753173828
20220613,86.98999786376953,35.57626724243164,122.05908966064453
20220614,86.98999786376953,35.72697830200195,123.57699584960938
20220615,89.30000305175781,36.4051513671875,124.30748748779297
20220616,82.05000305175781,35.17124557495117,114.62130737304688
20220617,81.56999969482422,34.82273483276367,114.78258514404297
20220621,83.79000091552734,35.53859329223633,118.00814056396484
20220622,83.75,35.20892333984375,115.89257049560547
20220623,82.43000030517578,35.2371826171875,113.92877197265625
20220624,87.08000183105469,36.36748504638672,118.68172454833984
20220627,86.16000366210938,36.38632583618164,120.65502166748047
20220628,80.77999877929688,35.58568572998047,124.84825897216797
20220629,77.98999786376953,35.124149322509766,123.54851531982422
20220630,76.47000122070312,35.2371826171875,121.18628692626953
20220701,73.66999816894531,34.22932815551758,117.19227600097656
20220705,75.19999694824219,34.558998107910156,119.37427520751953
20220706,75.3499984741211,34.84157943725586,120.54117584228516
20220707,79.30000305175781,35.92477798461914,127.50458526611328
20220708,79.3499984741211,35.78350067138672,129.03199768066406
20220711,76.94999694824219,35.03937530517578,125.45540618896484
20220712,76.36000061035156,35.04879379272461,126.12896728515625
20220713,77.5199966430664,35.04879379272461,128.68096923828125
20220714,78.5999984741211,35.51974868774414,134.61981201171875
20220715,81.11000061035156,36.37689971923828,136.96307373046875
20220718,81.43000030517578,36.46167755126953,134.42059326171875
20220719,85.87999725341797,37.883968353271484,139.8091583251953
20220720,89.43000030517578,38.204219818115234,143.92654418945312
20220721,91.08999633789062,38.251312255859375,147.8636016845703
20220722,88.0999984741211,36.9232177734375,145.81439208984375
20220725,87.54000091552734,36.88554000854492,145.38751220703125
20220726,85.25,36.697147369384766,142.27578735351562
20220727,89.81999969482422,37.84629440307617,145.5487518310547
20220728,91.66999816894531,37.40359115600586,138.9363555908203
20220729,94.47000122070312,34.20106506347656,137.61767578125
20220801,96.77999877929688,34.81331253051758,139.86610412597656
20220802,99.29000091552734,33.918487548828125,139.48658752441406
20220803,98.08999633789062,34.398868560791016,141.50733947753906
20220804,103.91000366210938,33.92791748046875,143.26242065429688
20220805,102.30999755859375,33.6710319519043,142.5034637451172
20220808,100.06999969482422,33.66151809692383,140.22659301757812
20220809,95.54000091552734,32.84328842163086,135.198486328125
20220810,99.05000305175781,33.652000427246094,139.44866943359375
20220811,98.12000274658203,33.86131286621094,140.24557495117188
20220812,100.83000183105469,34.35606002807617,143.52804565429688
20220815,101.01000213623047,34.57488250732422,144.324951171875
20220816,100.19999694824219,34.43217086791992,142.3326873779297
20220817,98.2699966430664,34.04207992553711,140.90965270996094
20220818,100.44000244140625,34.44168472290039,143.61343383789062
20220819,95.94999694824219,33.66151809692383,140.02735900878906
20220822,92.83999633789062,32.19631576538086,134.34469604492188
20220823,92.48999786376953,32.30097198486328,133.50035095214844
20220824,92.7300033569336,32.21534729003906,134.06005859375
20220825,97.18000030517578,33.195316314697266,138.74664306640625
20220826,91.18000030517578,31.739625930786133,131.2803955078125
20220829,88.48999786376953,31.340028762817383,130.047119140625
20220830,86.94000244140625,30.69305992126465,127.51406860351562
