,Date,NVDA,SMA,EMA,AAPL,AMD,AVGO,INTC,QCOM,ADS_Index,Mkt-RF,SMB,HML,RMW,CMA,RF,CBBTCUSD,CBETHUSD,SP500,NASDAQCOM,DJIA,MACD,MACD_Signal,OBV,RSI
186,240530,110.48147583007812,91.79214121500652,95.3874264184527,190.85885620117188,166.75,135.5304718017578,29.99969482421875,203.7470703125,0.20457,-0.52,1.64,0.42,-0.02,0.7,0.02,68356.11,3747.69,5235.48,16737.08,38111.48,6.20299111759185,4.079242038059098,2451.8655128479004,73.4279558622728
187,240531,109.6146240234375,92.62406845092774,96.30531013490337,191.8166961669922,166.89999389648438,132.0003204345703,30.65553474426269,203.0009307861328,0.196754,0.68,-0.1,0.95,1.03,0.91,0.02,67506.03,3762.04,5277.51,16735.02,38686.32,6.295654349527126,4.522524500352704,2342.250888824463,77.17019152938308
188,240603,114.98072052001952,93.9171849568685,97.51017532103988,193.59266662597656,163.5500030517578,131.33961486816406,30.099063873291016,204.8513641357422,0.170541,0.04,-0.32,-0.62,0.35,-0.43,0.022,68794.57,3763.81,5283.4,16828.67,38571.03,6.7245730768444645,4.962934215651057,2457.2316093444824,78.31817105467172
189,240604,116.41748046875,95.14761199951172,98.73000145960182,193.91195678710935,159.99000549316406,132.2258758544922,29.8407039642334,203.31927490234372,0.162257,-0.06,-1.33,-0.68,-0.15,-0.05,0.022,70596.56,3812.36,5291.34,16857.05,38711.29,7.098599921990598,5.390067356918966,2573.649082183838,77.65242808843844
190,240605,122.41947174072266,96.4812884012858,100.25835438096446,195.42852783203125,166.1699981689453,140.3999481201172,30.585975646972656,210.81056213378903,0.15424,1.23,0.35,-0.67,-0.47,-0.72,0.022,71164.39,3867.94,5354.03,17187.9,38807.33,7.789537107077521,5.869961306950677,2696.0685539245605,78.77821642453482
191,240606,120.97770690917967,97.85842386881512,101.59508680213963,194.04165649414065,166.77999877929688,139.2255401611328,30.22824478149414,208.36322021484372,0.146487,-0.06,-0.57,-0.08,-0.04,-0.17,0.022,70770.7,3811.6,5352.96,17173.12,38886.17,8.127088035312397,6.321386652623021,2575.0908393859863,78.99429152813357
192,240607,120.86773681640624,99.13341013590497,102.8384835772536,196.4462432861328,167.8699951171875,139.75909423828125,30.546226501464844,205.5577087402344,0.138994,-0.23,-0.95,0.09,0.37,0.2,0.022,69283.58,3674.78,5346.99,17133.13,38798.99,8.290161473781453,6.715141616854708,2454.22310256958,79.04247439364939
193,240610,121.76958465576172,100.26838658650716,104.05984493715738,192.68472290039065,160.33999633789062,143.1203155517578,30.71515464782715,208.273681640625,0.117253,0.28,-0.13,-0.29,-0.22,-0.47,0.022,69490.62,3664.27,5360.79,17192.53,38868.04,8.395393066903424,7.051191906864451,2575.992687225342,81.95339687187312
194,240611,120.899658203125,101.37363230387368,105.14628450270368,206.68310546875,158.9600067138672,145.16310119628906,30.7250919342041,207.4479522705078,0.109177,0.2,-0.21,-1.04,0.26,-0.19,0.022,67316.44,3498.6,5375.32,17343.55,38747.42,8.312769634331062,7.303507452357773,2455.093029022217,80.17057003177366
195,240612,125.18928527832033,102.66702473958334,106.439381326937,212.58978271484372,160.24000549316406,148.58892822265625,30.56610107421875,214.2826232910156,0.100548,0.94,0.75,0.05,0.07,-0.38,0.022,68270.98,3559.08,5421.03,17608.44,38712.21,8.495496231512675,7.541905208188754,2580.282314300537,81.52429378812165
196,240613,129.59890747070312,104.21941909790038,107.9335443039542,213.75714111328125,159.89999389648438,166.81887817382812,30.26799201965332,216.690185546875,0.0913625,0.04,-1.02,-0.62,0.97,-0.02,0.022,66764.3,3469.35,5433.74,17667.56,38647.1,8.893608056827802,7.812245777916564,2709.8812217712402,82.61185008562381
197,240614,131.8687286376953,105.75495630900063,109.47774974484072,212.01107788085935,159.6300048828125,172.38783264160156,30.258056640625,214.22293090820312,0.0816171,-0.17,-1.46,-0.65,0.12,0.04,0.022,66022.42,3481.2,5431.6,17688.88,38589.16,9.285235727511932,8.106843767835638,2841.7499504089355,82.30915865118996
198,240617,130.9687957763672,107.16144561767578,110.86426884364889,216.18165588378903,158.39999389648438,181.71044921875,30.784713745117188,221.0775146484375,0.048924,0.78,-0.33,0.58,0.93,0.24,0.022,66517.55,3511.73,5473.23,17857.02,38778.1,9.414462355463229,8.368367485361157,2710.7811546325684,81.42087819145962
199,240618,135.5684051513672,108.60957412719726,112.45808408930814,213.8070068359375,154.6300048828125,179.09242248535156,30.436920166015625,225.92247009277344,0.0367818,0.2,-0.44,0.36,0.28,-0.11,0.022,65126.6,3480.94,5487.03,17862.23,38834.86,9.77534137473603,8.64976226323613,2846.3495597839355,85.33061970198415
200,240620,130.76881408691406,109.9505739847819,113.63942150850852,209.20741271972656,161.77999877929688,172.3401336669922,30.426984786987305,214.3622131347656,0.0105735,-0.31,-0.36,0.26,-0.62,0.33,0.022,64842.53,3510.66,5473.17,17721.59,39134.76,9.56380808412743,8.832571427414392,2715.5807456970215,78.34963270251222
201,240621,126.55917358398438,111.15598500569662,114.47295390047472,207.02235412597656,161.22999572753906,164.79598999023438,30.894020080566406,211.4373321533203,-0.00350294,-0.13,0.44,-0.53,-0.81,0.17,0.022,64136.38,3519.63,5464.62,17689.36,39150.33,8.953275829609197,8.856712307853353,2589.021572113037,73.23910338561113
202,240624,118.0998992919922,112.13491083780924,114.70695037734684,207.67086791992188,160.25,158.6990203857422,30.37729835510254,199.8074188232422,-0.0492567,-0.25,0.62,1.09,-0.01,0.65,0.022,60236.01,3348.29,5447.87,17496.82,39411.21,7.698093056142724,8.624988457511229,2470.921672821045,65.41751106810739
203,240625,126.07920837402344,113.34212036132811,115.44064444164854,208.59878540039065,160.25,157.56077575683594,30.546226501464844,201.13058471679688,-0.0651273,0.31,-0.82,-1.22,0.08,-1.22,0.022,61820.98,3394.64,5469.3,17717.65,39112.16,7.263486273718286,8.352688020752641,2597.0008811950684,65.01319064410494
204,240626,126.38919067382812,114.54229838053384,116.1470022630795,212.7693634033203,157.5399932861328,158.6781005859375,30.347488403320312,196.3154754638672,-0.0812459,0.16,-0.01,-0.19,0.46,-0.26,0.022,60794.33,3368.79,5477.9,17805.16,39127.8,6.864935544752285,8.05513752555257,2723.3900718688965,63.865024939673546
205,240627,123.9793930053711,115.63025512695312,116.65231779484026,213.61746215820312,159.47000122070312,158.14585876464844,30.397172927856445,194.1466827392578,-0.0976188,0.14,0.53,-0.39,-0.97,-0.12,0.022,61622.64,3445.94,5482.87,17858.68,39164.06,6.282213244577207,7.700552669357498,2599.4106788635254,57.54901247245903
206,240628,123.52943420410156,116.59409866333009,117.09600272447004,210.1452789306641,162.2100067138672,160.0266571044922,30.774776458740234,198.1559600830078,-0.114253,-0.35,1.0,1.28,-0.19,0.72,0.022,60322.28,3374.13,5460.48,17732.6,39118.86,5.718178110782333,7.304077757642466,2475.881244659424,56.56848218176612
207,240701,124.28936767578124,117.59230499267578,117.56009078584496,216.261474609375,157.69000244140625,163.54209899902344,30.645597457885746,199.0015869140625,-0.166735,0.22,-1.05,-0.46,0.49,-0.34,0.021,62870.34,3441.07,5475.09,17879.3,39169.52,5.271727293033919,6.897607664720757,2600.170612335205,60.98632528544381
208,240702,122.65950775146484,118.5988390604655,117.88908542878818,219.77354431152344,164.30999755859375,165.2046356201172,30.874147415161133,199.1309356689453,-0.184757,0.57,-0.47,0.39,0.52,-0.63,0.021,62056.54,3417.59,5509.01,18028.76,39331.85,4.731849908607117,6.464456113498029,2477.5111045837402,60.254715719384485
209,240703,128.26902770996094,119.7156697591146,118.55875912434772,221.0506591796875,163.89999389648438,172.35511779785156,31.033138275146484,202.7621612548828,-0.202399,0.48,-0.29,-0.68,-0.05,0.59,0.021,60187.34,3296.53,5537.02,18188.3,39308.0,4.702427909992011,6.112050472796826,2605.780132293701,60.40624707614167
210,240705,125.8192367553711,120.73064397176108,119.02717703602666,225.8298492431641,171.89999389648438,169.77259826660156,31.818159103393555,204.6921844482422,-0.236574,0.48,-0.8,-1.43,-0.31,-1.04,0.021,56624.69,2983.42,5567.19,18352.76,39375.87,4.430362645069948,5.77571290725145,2479.96089553833,57.2476495724485
211,240708,128.18902587890625,121.83914210001628,119.61826405814791,227.30653381347656,178.69000244140625,174.01365661621094,33.77574157714844,206.82118225097656,-0.283486,0.1,0.55,-0.22,-0.35,0.47,0.021,56684.73,3016.38,5572.85,18403.74,39344.79,4.355760642292566,5.491722454259674,2608.1499214172363,54.71148863146298
212,240709,131.3687744140625,122.75871454874674,120.376361500465,228.16458129882807,177.10000610351562,172.7627716064453,34.3719596862793,206.05514526367188,-0.29564,0.0,-0.59,0.48,-0.44,0.66,0.021,57995.57,3065.68,5576.98,18429.29,39291.97,4.5013286356014675,5.293643690528033,2739.518695831299,58.25125258189203
213,240710,134.89846801757812,123.7069585164388,121.31327159834328,232.4548797607422,183.9600067138672,173.89703369140625,34.65019226074219,207.72650146484372,-0.30578,0.97,-0.14,0.43,0.17,0.2,0.021,57653.32,3099.13,5633.91,18647.45,39721.36,4.8456514404903,5.204045240520487,2874.417163848877,60.56749376133584
214,240711,127.38910675048828,124.1571985880534,121.7052609629978,227.05709838867188,181.94000244140625,170.03575134277344,33.2888298034668,198.8225250244141,-0.313911,-0.59,4.21,1.75,-1.09,-0.09,0.021,57384.82,3102.42,5584.54,18283.41,39753.75,4.4611615547465675,5.055468503365703,2747.0280570983887,53.8493152088092
215,240712,129.2289581298828,124.63797225952148,122.1906607802162,230.0203857421875,181.6100006103516,169.5094757080078,34.27259063720703,201.3892517089844,-0.320036,0.58,0.62,-0.44,-0.5,0.15,0.021,57910.59,3134.73,5615.35,18398.45,40000.9,4.2558523633634735,4.895545275365257,2876.2570152282715,55.630666315129744
216,240715,128.42901611328125,125.23622360229491,122.5931353178333,233.87168884277344,179.8300018310547,170.8580322265625,34.242774963378906,207.10968017578125,-0.327812,0.38,1.16,0.59,-0.22,-0.35,0.021,64772.57,3489.25,5631.22,18472.57,40211.72,3.982684803395813,4.712973180971368,2747.8279991149902,52.29852816424767
