NVDA,AMD,RSI,RF,CBBTCUSD,DJIA,MACD_Signal,ADS_Index
-1.016541470338297,-0.3104255429716484,-0.2762539209108103,1.5116226643742174,-0.4299169172415455,0.0279038855934124,-0.5018726649835651,-1.670779446824642
-1.0362205774256137,-0.4256769962457186,-0.4198605187559956,1.5116226643742174,-0.5771773324380297,-0.0954257309287386,-0.5150404426521829,-1.813798106893112
-1.0221264460347086,-0.4012836957753156,-0.0167938537386226,1.5116226643742174,-0.48361426694029,-0.0910311527026578,-0.5315377963911134,-1.9453119875418448
-0.9860207333626988,-0.3104255429716484,-0.0092759466716585,1.5116226643742174,-0.4873472305955439,-0.0798736866054967,-0.5433464597588005,-2.065366529551315
-0.882335197602053,-0.041741044305269,0.7752953707088878,1.5116226643742174,-0.2976574980536853,0.0140360687873588,-0.5337563898370737,-2.358075382457689
-0.8531941881862115,0.0671470800064429,0.7500417810051223,1.5116226643742174,-0.3578917296216728,-0.054307199487247,-0.5065676268294452,-2.4343828458118604
-0.8134415870496479,0.0416926852609502,0.7866124098152405,1.5116226643742174,-0.3251777841487115,0.0195433628795544,-0.4632774028196995,-2.5002471916173445
-0.7979347580509927,0.0233093752932289,1.1012629597143615,1.5116226643742174,-0.3429907536786185,0.0261633728378585,-0.4100374337133973,-2.555697336734443
-0.8016143658407414,-0.0283066305651395,0.9514195008986452,1.5116226643742174,-0.5797879232769583,-0.0249436235963138,-0.3547258402013372,-2.600749805083328
-0.7466833825714652,0.4022964310060865,1.0884773936604162,1.5116226643742174,-0.5559455562373427,-0.1253305110347067,-0.2921917190648162,-2.660153298101571
-0.7574921677731516,0.4528513425893653,0.9620163408348696,1.5116226643742174,-0.5859864822398453,-0.1662239015227452,-0.2313068527005703,-2.6362473165927693
-0.722864716720681,0.5412345078312065,1.016556172593678,1.5116226643742174,-0.6846720519010886,-0.0787912781754269,-0.1696812687577223,-2.596259429776594
-0.6445421738877449,0.9499181775977956,1.1317929453774225,1.5116226643742174,-0.6579062795892856,0.0923115168162861,-0.0982999754534686,-2.540168982752832
-0.6391869856360933,0.7360308098229339,1.2802322209877512,1.5116226643742174,-0.7979370564892255,0.1520647917898565,-0.025038835844092,-2.2791282228560448
-0.6319919934895675,0.7445157878874414,1.76626605417383,1.5116226643742174,-0.7765139667403009,0.1103444412612462,0.0452242232559379,-2.166505313943919
-0.583073342926626,1.093452351638861,1.802100511197824,1.5116226643742174,-0.7640940254438601,0.0674550896281619,0.1167778827445397,-2.041691882924921
-0.5746958167013084,1.1655733165671005,1.8692073530053464,1.5116226643742174,-0.7712968127160906,0.1725526185542173,0.1849387223579169,-1.9046300960784472
-0.5939478175015013,1.0566851922553884,1.651944442172257,1.5116226643742174,-0.6472591771731768,0.1986603098875019,0.2419272221840007,-1.755270381643983
-0.5468360007854406,1.077190151325259,1.7297535047923465,1.5116226643742174,-0.547906359557731,0.2956527644891942,0.2950121554032073,-1.2356178781156888
-0.5366844853998362,0.873201654901641,1.741044519934791,1.5116226643742174,-0.567131021690947,0.3536092414688512,0.3423230576176506,-1.042069070161325
-0.577652465301786,0.7187080546822722,1.3917479882228152,1.5116226643742174,-0.5930738101075257,0.2163555229022839,0.3738784179392616,-0.8386967916647242
-0.5283723978249087,0.8173434297350338,1.847396397599508,-0.2865635382699905,-0.5601376724083656,0.3763528074014771,0.4000719816721763,-0.625426684985111
-0.4254427913015275,1.0711801608225775,2.126555212437208,-0.2865635382699905,-0.5536081745708086,0.4346210180089948,0.4370893451675107,-0.4246610548956385
-0.3212313644711764,0.9499181775977956,2.197201152968656,-0.2865635382699905,-0.5893744102326643,0.3158591650617394,0.4946492411926236,0.105310636780053
-0.3576659000933265,0.7254252615523369,1.9069084579739932,-0.2865635382699905,-0.55992085038703,0.3770109117269614,0.5528623798644485,0.2606726652169865
-0.2960332217834341,0.8336061694966658,1.8608172786379376,-0.2865635382699905,-0.4726704607055117,0.4445531977633162,0.6163687591621537,0.4058175407135849
-0.3110800998083706,0.777394605870382,1.7158175526486743,-0.2865635382699905,-0.4087207186480741,0.4657554140915237,0.6741484037860892,0.5408006184024242
-0.2292090772092645,0.8880499619285068,1.7700545357710151,-0.2865635382699905,-0.2873104558342856,0.4420982954439187,0.7365334280717479,0.6656748574476554
-0.2254309353597333,0.8678988807663426,1.7555076268259984,-0.2865635382699905,-0.0989136001131457,0.4965174616741052,0.7958612426121104,0.9785159589739558
-0.2293730499194373,0.8548178054858897,1.7536781290394998,-0.2865635382699905,-0.1170064915715265,0.269371887807101,0.8459942713306807,1.0602073286181604
-0.1711569711837411,1.10794732020605,1.7578003857381543,-0.2865635382699905,0.0267800723543338,0.3349744979367693,0.8944017118623145,1.130400941508702
-0.2119611037369172,1.0393618976666965,1.556969017201616,-0.2865635382699905,0.0336539345787178,0.4860137702687103,0.9283041962080968,1.189114560859765
-0.2134396160792548,0.9371909802250492,1.4951638189261107,-0.2865635382699905,0.0501176401368469,0.4231777960862968,0.9473016151904098,1.2363771035316509
-0.317288999188674,0.6480015224887992,0.7061886699714697,-0.2865635382699905,0.0570492320635055,0.3953858772358271,0.9338500663255836,1.3244909078486975
-0.3823387785183594,0.5985066262845501,0.3584187343721716,-0.2865635382699905,0.0268156499615498,0.4163586229768572,0.8855190563848953,1.3279691930448976
-0.0187826976663137,1.2196637705392657,1.0432940032116382,-0.2865635382699905,-0.0115464084758612,0.6141665987552521,0.8782165686640243,1.3244743839285256
-0.0096167736013351,1.030877459050219,0.9866067656838586,-0.2865635382699905,-0.045870072856447,0.6411921724372339,0.8949653824238759,1.3140064804995804
-0.000581977559935,1.0128469480941442,0.987574243775965,-0.2865635382699905,0.2097389243762807,0.6142185543598967,0.9238024695349252,1.2377816367462686
-0.013428010860259,1.0832001418279409,1.0136799384853803,-0.2865635382699905,0.3779129311353315,0.572299040680154,0.9526761822695888,1.193493399705338
-0.0475295708430244,1.031584135969572,0.8030968858602139,-0.2865635382699905,0.7414153855421808,0.5621720274084182,0.9702211939837472,1.1392536317408366
7.491617194971189e-05,1.5968830550576796,0.8629243826632963,-0.2865635382699905,0.6582268845637625,0.5826815023413816,0.9842591752998362,1.0750334159924633
0.1041216181237327,1.9543045968736068,1.1682517271362318,-0.2865635382699905,0.7406823525784088,0.6220768395622008,1.009785939116718,1.0008145761480292
0.2013020255177307,2.0504655238125733,1.2256174672084732,-0.2865635382699905,1.130635751036979,0.5798412626208795,1.0543307288191306,0.7813186694456209
0.2253190131020725,2.0423344236557712,1.12881709355347,-0.2865635382699905,0.8363552373116209,0.4046469637635039,1.1086275509042,0.7102563114520378
0.3152101565773353,2.2367773871878223,1.1099549439677638,-0.2865635382699905,0.9839687434778348,0.4374915651655419,1.177836483494498,0.640341994122203
0.4456113347632165,2.2632923367603746,1.4085112440122516,-0.2865635382699905,1.039152968647966,0.4939066925407774,1.271387570660484,0.5715483290584316
0.2767043999173607,2.1222326108331053,0.7277724083484913,-0.2865635382699905,1.1330583847057096,0.4641794274173424,1.340983241925239,0.5038477626238365
0.2190767675895781,1.8040532159624767,0.5945106625090439,-0.2865635382699905,1.3940832335425717,0.4845157170014941,1.3770489400502242,0.3066306443912952
0.4207734807368172,1.958546816181848,0.7564164722380994,-0.2865635382699905,1.3450418514598743,0.5866214690268351,1.4209352598190934,0.2422137939928755
0.38709689589739,1.6767812422350132,0.6553190953863985,-0.2865635382699905,1.4542489949985582,0.6030004733906519,1.4565923911277785,0.1783463639401738
0.2903718011053391,1.4035006463526865,0.4090272962263089,-0.2865635382699905,1.3440302391188448,0.5433987355972907,1.4632056004811853,0.1150019159609151
0.2868561660257633,1.5449137107396325,0.3180284459032452,-0.2865635382699905,1.212182983154204,0.4607503575108789,1.445653592623125,0.0521614475469016
0.3071607011337624,1.5304187421724464,0.4529980636090329,-0.2865635382699905,1.082930878689511,0.4935083662385125,1.4124966141143045,-0.1336665587071071
0.3381432695040672,1.204108247145016,0.4993971533675018,-0.2865635382699905,0.7077556127377587,0.6321995232002156,1.3718744549586743,-0.1948546351039233
0.370143772435995,1.1443611411298464,0.8299636623910398,-0.2865635382699905,1.1027590175941848,0.805978031831058,1.3295521957360237,-0.255716364077343
0.4050684553660038,1.107240103838667,1.0684369875774342,-0.2865635382699905,0.9445245887605688,0.9225490901158564,1.289843912972788,-0.3162724005275812
0.498836525473379,1.141532815108344,0.7192187969257933,-0.2865635382699905,0.8241870243681243,0.7902917688624884,1.265771529311243,-0.3765475303348959
0.522262057976226,1.1054728720922542,0.7411786604533213,-0.2865635382699905,1.2405128276322972,0.7200391321172379,1.2523422151939685,-0.5541094455228753
0.442063105719845,1.078604044611995,0.4605031902324012,-0.2865635382699905,1.2446619821644178,0.7064830489390449,1.2276473095243945,-0.6098776761032844
0.3661352163347077,1.1394117054542243,0.2709398278372942,-0.2865635382699905,1.204116935450278,0.9133312999253816,1.1793540204780033,-0.6636671672430996
0.3696180067276887,1.1712299686101064,0.3771793827988449,-0.2865635382699905,1.2979961717593156,0.933806137788582,1.1150665898271634,-0.715506835802622
0.3698479195338484,1.2719864533169871,0.2955963074415981,-0.2865635382699905,1.2262603039264266,0.8296697875484261,1.039963224324673,-0.907403251739788
0.3399171333029546,1.10794732020605,0.0035126949611295,-0.2865635382699905,0.9427517498802368,0.6579521845684342,0.952715310974197,-0.9511007586345708
0.3238839117889972,1.1811288399613482,-0.2650863307981243,-0.2865635382699905,0.9765524905623072,0.6392914632340316,0.8557734519045761,-0.9905970588256294
0.2233804244246171,0.6529509581644211,-0.6032563088421258,-0.2865635382699905,1.1399201639691523,0.4097516019197135,0.7365245254449345,-1.0259086762331358
0.2924746132157657,0.8152223200809144,-0.6574508509836372,-0.2865635382699905,1.103856553213019,0.5426973349346043,0.6183762524209423,-1.057048003797219
0.2637264864250629,0.796838470665163,-1.1116049204936114,-0.2865635382699905,1.354188652892439,0.5378308266330114,0.4989781940104802,-1.12376333149156
0.2052772354868274,0.8279495174536607,-0.8202766305927746,-0.2865635382699905,1.1858951590751905,0.5338778710463945,0.3719633587995867,-1.1347393454657932
0.2606380829940107,0.6992636504394611,-0.4688556546048238,-0.2865635382699905,1.2834959473541483,0.3510980539110912,0.2540758444915071,-1.139795665038417
0.3781603831929737,0.818050646102417,-0.7421197537308226,-0.2865635382699905,1.2463468839401215,0.3500459529170632,0.1665495578613256,-1.1389322902094314
0.2983229732119277,0.562800021728137,-0.8847621853221393,-0.2865635382699905,1.0520736815478633,0.1440246619712982,0.0865393907149414,-1.1321492209788364
0.2265345172288578,0.4581546561726938,-0.8092989965475925,-0.2865635382699905,0.8004802550012937,0.0365934604700126,0.0009324882301911,-1.076979982504661
0.2729916967182195,0.5691638901385252,-0.6422778656865743,-0.2865635382699905,0.8327498160218586,0.0642425014077155,-0.0771742426711273,-1.0479309308423328
0.161941805560709,0.2354289718736479,-1.022964801328546,-0.2865635382699905,0.6600843041706838,0.0444733938409194,-0.1675296922072358,-1.0136520584455748
0.1828375450274044,0.2729033476245037,-1.056448143103996,-0.2865635382699905,0.8063928505552366,0.0540288954615754,-0.2584237461458302,-0.9741351033543012
-0.0954767959234515,-0.025478304543637,-1.729514643237566,-0.2865635382699905,0.8325148695591111,0.1453928262269079,-0.3949828375021699,-0.9293635416483402
0.0135359724968208,0.0452282276498359,-1.5015770104316666,-0.2865635382699905,1.033382683522888,0.2551836781057475,-0.534564147597339,-0.7623769353704236
0.108979623066099,0.173560756204359,-1.496688073370563,-0.2865635382699905,1.0094496942762123,0.3693604489432288,-0.6523534269401169,-0.6944760164037435
0.0187597820020954,0.154823568328931,-1.7082006786915112,-0.2865635382699905,0.8568150465632809,0.3508426055215931,-0.7663734733222916,-0.6202588289513263
0.1158464190694808,0.2262367774417572,-1.3095884565226237,-0.2865635382699905,0.877734679606318,0.1884293854064834,-0.854866973263963,-0.5396923251728288
0.2835055065475541,0.3549226444559568,-0.768427205802869,-0.2865635382699905,0.8265284336883049,0.2550451298266987,-0.8929030254038627,-0.4527434572279066
0.2842278389298289,0.453911897416425,-0.7744050891029887,-0.2865635382699905,0.8303600748579127,0.3184439563927434,-0.8968171942349328,-0.1490957691676869
0.2397094988407211,0.3895692336333402,-0.8596578425523494,-0.2865635382699905,0.6213517015977392,0.0715812305635874,-0.8865967320895511,-0.0279217315665656
0.1292839074512996,-0.1092653725695329,-1.0020739424558145,-2.0847497409142046,0.4593923644161633,0.1094092403776676,-0.8871420962794575,0.1040093780665101
0.2204893398359288,-0.0424477212246221,-0.7884193248461122,-2.0847497409142046,0.5126325754259621,0.2489836426183079,-0.8779803722817086,0.2337754410590532
0.3181343365754163,0.1145208665565726,-0.4237815165493097,-2.0847497409142046,0.7666868983509095,0.4438258192983091,-0.8456750393710618,0.3614330518376524
0.428231230376097,0.2976505260026133,-0.3537121477912677,-2.0847497409142046,0.78614113674201,0.5202828211647174,-0.7808979789393132,0.7265051083531475
0.3761232604557356,0.249923400992807,-0.3982792171991001,-2.0847497409142046,0.7323283276387152,0.5341333194358926,-0.7082224453423668,0.8347388509695924
0.3714580613453619,0.2212873417661352,-0.2939811784504045,-2.0847497409142046,0.6526391864040193,0.6086593046630566,-0.6352737590085533,0.935360849758818
0.3167546090156599,0.1778029755125977,-0.4954943844135139,-2.0847497409142046,0.7823115093992261,0.7521303772519482,-0.5758255210057522,1.0284107621292369
0.3539132320796738,0.1611868972912892,-0.644723236921771,-2.0847497409142046,0.6287558715523244,0.8062854358251975,-0.5217582958817301,1.1139265930972448
0.3710310804196368,0.1131064338218063,-0.4539454926598011,-2.0847497409142046,0.7702560707578479,0.7710725247781695,-0.4713540244127608,1.325961536744003
0.4024732236794616,0.2050251414525333,-0.2405557185249604,-2.0847497409142046,0.6795741201690002,0.825885687676903,-0.4209357474156279,1.3824072480514626
0.5100398229983947,0.4351747095409971,-0.1333363455039709,-2.0847497409142046,0.997439902376168,0.9773752419157502,-0.3549061386027728,1.4318468172060062
0.5011364057033706,0.5394667366367637,0.1087892287653592,-2.0847497409142046,0.9295893777615144,0.960654196488031,-0.2849725415833565,1.4742926371477618
0.4393688385279237,0.6048704946949383,-0.076634367900612,-2.0847497409142046,1.040927150079514,1.018762210647897,-0.2281482059997121,1.5097612317969022
0.5149685317699175,0.6706275912127894,0.8148074016946513,-2.0847497409142046,1.3446786913560282,0.9335463597653628,-0.1703437254922144,1.576658322613135
0.5348786799159873,0.611587701565003,0.6866973588745656,-2.0847497409142046,1.259089708803938,0.962217194261052,-0.1127201823126441,1.5887662251191483
0.5205536328277293,0.6419915319861176,0.4796954080625409,-2.0847497409142046,1.188922612066594,0.8747802412800156,-0.0621571689274714,1.5961565484160631
