Unnamed: 0,NVDA,SMA,EMA,AAPL,AMD,AVGO,INTC,QCOM,ADS_Index,Mkt-RF,SMB,HML,RMW,CMA,RF,CBBTCUSD,CBETHUSD,SP500,NASDAQCOM,DJIA,MACD,MACD_Signal,OBV,RSI
-1.7251638983558855,-1.00560970560398,-1.0176015602019997,-1.0186481019666163,-0.08310142973462005,-1.3402663569929516,-1.3557208770344267,-0.05920005033930715,-1.2992084114205749,0.8955687713966811,0.22704793842352408,0.996422826987556,0.834691777850084,-0.08752625190543839,-0.3943971705642321,-0.28656353826999054,-1.7206469985667268,-1.4841406456100041,-1.056904862821247,-1.0421073077896121,-1.217874613643671,-0.380209544241356,-0.5956819135155308,-1.4248801039598167,0.04734368582788945
-1.7113625871690383,-1.0043287628268052,-1.0130586058628899,-1.0126977428474102,-0.0702243325961711,-1.293246448350529,-1.3569706672684854,-0.04589407717407129,-1.2639615725720847,0.9385020469835101,-0.7536194316656054,-1.770041902735368,-1.312880803201556,-0.6124513927577888,-1.0146871740253136,-0.28656353826999054,-1.7222573887499588,-1.4779823414465985,-1.1011919434796094,-1.049111647348776,-1.3026228640844144,-0.3673917506154109,-0.553304954198426,-1.3724474302627703,0.03075309691470994
-1.6975612759821912,-1.0530460829826078,-1.0114590241208443,-1.0105024531137345,-0.43454707632441936,-1.3462763474956339,-1.3566139818098781,-0.009964181984941005,-1.3207819670862042,0.9411842923254257,-0.9620112478095453,0.047594014727214376,-0.298749306593837,-0.9040764710090947,0.29481394439252534,-0.28656353826999054,-1.724266516644254,-1.4796542792285186,-1.1744971165862428,-1.1448763193326403,-1.388687323176123,-0.40094848789520754,-0.5266123246729274,-1.4232783031977532,-0.33955777993075126
-1.6837599647953443,-1.0799836150844533,-1.0105439535754865,-1.0103128237216707,-0.7216055895862323,-1.4413767196075398,-1.4110508045670518,0.1497209150003329,-1.5723712340747298,0.9407406250688083,-0.5820026419000077,-0.7526230558537966,0.014438361476193803,-0.41803467392358507,0.11102431373739,-0.28656353826999054,-1.6894098594310352,-1.4589361835475592,-1.208028095289562,-1.2246200157502376,-1.3637746107496362,-0.4525989850340676,-0.5163542112475628,-1.4732234860274616,-0.35085738220517926
-1.6699586536084972,-1.1019605966193753,-1.0109182023063537,-1.011656203134728,-0.6883390001455243,-1.459053352655908,-1.4091933692147418,0.12709854132287465,-1.5802715065574986,0.9371706321156534,0.0554311486579264,-0.5468529519901082,0.5662452052186291,0.5151655764805937,0.08805060990549808,-0.28656353826999054,-1.7136435801500278,-1.473788564176949,-1.1931799980255404,-1.2164289372602382,-1.3309300093476015,-0.5137696829910581,-0.5212889195731653,-1.5224460828391064,-0.09161828610281662
-1.65615734242165,-1.1149036596426913,-1.0127283229114132,-1.013808553745817,-0.625026125321059,-1.4862752488718285,-1.4035136680041287,0.2042799984055595,-1.4544763972721868,0.9046998896837134,0.7173816234680888,-0.5011262622426218,-0.835642451856747,-0.9818431585427764,-0.693055320378827,-0.28656353826999054,-1.7636314608397932,-1.5920781622477924,-1.1231016555054192,-1.1155819268117144,-1.293205910742807,-0.5742954025088879,-0.5382393256566846,-1.5712431194023826,-0.1350758386422347
-1.642356031234803,-1.125021703534705,-1.0148697263909956,-1.016522196714877,-0.7892122031532985,-1.4866288570555195,-1.4557358134988119,0.2402093774792117,-1.4256108679806778,0.8826276502159962,-0.8149111422961759,0.2762274634646461,1.4461534155106206,0.45684056083033253,0.5934720942071201,-0.28656353826999054,-1.7172677971568098,-1.5335882055102894,-1.1828681698469043,-1.2086377381925855,-1.3008823513288634,-0.631309838250828,-0.5640479667065403,-1.619707480673579,0.1104792650728318
-1.6285547200479558,-1.1048185857986708,-1.0160449927707194,-1.0176627313723439,-0.9013527631799819,-1.4017809644785495,-1.4256957753039503,0.22024912744266173,-1.382767549234576,0.8544209053844338,-0.05489393047710065,-0.9583931597174853,-0.35840410051193816,0.45684056083033253,-0.7619764318745027,-0.28656353826999054,-1.6928488043700507,-1.5138314740539343,-1.169914081840182,-1.1828519651193443,-1.33138895052195,-0.660063388893704,-0.590871956896678,-1.5705788487320702,-0.250918434019665
-1.6147534088611089,-1.1016647437172284,-1.0145263387211854,-1.018511450611335,-0.8192601361727975,-1.439962556596789,-1.358864271973072,0.2149259123918013,-1.3402284988646815,0.8200689146409149,0.9380317817381428,0.5963142916970505,1.2522753352767917,1.5650158581852947,0.11102431373739,-0.28656353826999054,-1.6716915397618346,-1.48673214917198,-1.081854342790873,-1.1103189976401875,-1.187826955624933,-0.6803262932832653,-0.6166841950189949,-1.521346524452183,-0.2673513895786127
-1.6009520976742617,-1.156886690794082,-1.0152320024749952,-1.023126690916598,-0.8584293806577756,-1.6216783227560934,-1.4301607427296346,0.10979938269627491,-1.367575065230403,0.7795580457512972,-1.5749283541152512,0.2762274634646461,0.34253972802574995,-0.6707764084080501,1.2137620976682018,-0.28656353826999054,-1.6657366538445972,-1.4650526892664169,-1.2099454873772009,-1.2507411715648018,-1.3128970849026382,-0.7415677312779737,-0.6504903815471166,-1.5687631838101666,-0.519965728334686
