Feature,Importance
CBBTCUSD,0.806394635048103
DJIA,0.05429502780666749
RF,0.04250280646906285
AMD,0.031203499208978972
RSI,0.028623290395181883
MACD_Signal,0.019388130318997544
ADS_Index,0.017592610753008164
