Date,AAPL,AMD,AVGO,INTC,QCOM
240426,168.6896209716797,157.39999389648438,133.54234313964844,31.55088996887207,164.13565063476562
240429,172.8744659423828,160.1999969482422,133.0008544921875,31.036256790161133,167.64306640625
240430,169.7158966064453,158.3800048828125,129.19052124023438,30.155445098876953,164.3238983154297
240501,168.6896209716797,144.27000427246094,123.48645782470703,30.05647850036621,162.5998992919922
240502,172.4061737060547,146.16000366210938,123.06021881103516,30.195032119750977,178.44277954101562
240503,182.71885681152344,150.60000610351562,126.98876953125,30.58100700378418,177.9870147705078
240506,181.0548858642578,155.77999877929688,130.1880645751953,30.774776458740234,180.1766815185547
240507,181.7423858642578,154.42999267578125,129.4727020263672,30.486604690551758,178.4923095703125
240508,182.0811767578125,153.6199951171875,131.6843719482422,29.81089210510254,178.88864135742188
240509,183.90457153320312,152.38999938964844,129.72705078125,29.90032386779785,178.8787078857422
240510,182.63742065429688,151.9199981689453,132.42259216308594,29.66183853149414,180.40455627441406
240513,185.8601531982422,150.55999755859375,132.89056396484375,30.317676544189453,182.5149688720703
240514,187.00755310058594,153.16000366210938,137.11521911621094,30.854272842407227,187.2311553955078
240515,189.2924041748047,159.6699981689453,142.69308471679688,31.072887420654297,192.8192596435547
240516,189.41212463378906,162.6199951171875,140.30455017089844,31.828094482421875,191.49159240722656
240517,189.4420623779297,164.47000122070312,138.6313934326172,31.629356384277344,192.07615661621094
240520,190.6094207763672,166.3300018310547,140.49334716796875,31.897653579711914,195.9402618408203
240521,191.91647338867188,164.66000366210938,139.01986694335938,31.5399227142334,199.00184631347656
240522,190.46974182128906,165.52000427246094,138.32835388183594,31.221940994262695,201.06268310546875
240523,186.45880126953125,160.42999267578125,138.43267822265625,29.8903865814209,199.90345764160156
240524,189.5518035888672,166.36000061035156,139.87831115722656,30.526351928710938,208.42433166503906
240528,189.56179809570312,171.61000061035156,140.33633422851562,30.86421012878418,211.11929321289062
240529,189.86111450195312,165.13999938964844,138.17236328125,29.94007110595703,206.34364318847656
240530,190.85885620117188,166.75,135.5304718017578,29.99969482421875,203.7470703125
240531,191.8166961669922,166.89999389648438,132.0003204345703,30.655534744262695,203.0009307861328
240603,193.59266662597656,163.5500030517578,131.33961486816406,30.099063873291016,204.8513641357422
240604,193.91195678710938,159.99000549316406,132.2258758544922,29.8407039642334,203.31927490234375
240605,195.42852783203125,166.1699981689453,140.3999481201172,30.585975646972656,210.81056213378906
240606,194.04165649414062,166.77999877929688,139.2255401611328,30.22824478149414,208.36322021484375
240607,196.4462432861328,167.8699951171875,139.75909423828125,30.546226501464844,205.55770874023438
240610,192.68472290039062,160.33999633789062,143.1203155517578,30.71515464782715,208.273681640625
240611,206.68310546875,158.9600067138672,145.16310119628906,30.7250919342041,207.4479522705078
240612,212.58978271484375,160.24000549316406,148.58892822265625,30.56610107421875,214.28262329101562
240613,213.75714111328125,159.89999389648438,166.81887817382812,30.26799201965332,216.690185546875
240614,212.01107788085938,159.6300048828125,172.38783264160156,30.258056640625,214.22293090820312
240617,216.18165588378906,158.39999389648438,181.71044921875,30.784713745117188,221.0775146484375
240618,213.8070068359375,154.6300048828125,179.09242248535156,30.436920166015625,225.92247009277344
240620,209.20741271972656,161.77999877929688,172.3401336669922,30.426984786987305,214.36221313476562
240621,207.02235412597656,161.22999572753906,164.79598999023438,30.894020080566406,211.4373321533203
240624,207.67086791992188,160.25,158.6990203857422,30.37729835510254,199.8074188232422
240625,208.59878540039062,160.25,157.56077575683594,30.546226501464844,201.13058471679688
240626,212.7693634033203,157.5399932861328,158.6781005859375,30.347488403320312,196.3154754638672
240627,213.61746215820312,159.47000122070312,158.14585876464844,30.397172927856445,194.1466827392578
240628,210.14527893066406,162.2100067138672,160.0266571044922,30.774776458740234,198.1559600830078
240701,216.261474609375,157.69000244140625,163.54209899902344,30.645597457885742,199.0015869140625
240702,219.77354431152344,164.30999755859375,165.2046356201172,30.874147415161133,199.1309356689453
240703,221.0506591796875,163.89999389648438,172.35511779785156,31.033138275146484,202.7621612548828
240705,225.82984924316406,171.89999389648438,169.77259826660156,31.818159103393555,204.6921844482422
240708,227.30653381347656,178.69000244140625,174.01365661621094,33.77574157714844,206.82118225097656
240709,228.16458129882812,177.10000610351562,172.7627716064453,34.3719596862793,206.05514526367188
240710,232.4548797607422,183.9600067138672,173.89703369140625,34.65019226074219,207.72650146484375
240711,227.05709838867188,181.94000244140625,170.03575134277344,33.2888298034668,198.82252502441406
240712,230.0203857421875,181.61000061035156,169.5094757080078,34.27259063720703,201.38925170898438
240715,233.87168884277344,179.8300018310547,170.8580322265625,34.242774963378906,207.10968017578125
240716,234.29075622558594,177.5500030517578,168.82473754882812,34.12353515625,208.5621795654297
240717,228.3641357421875,159.42999267578125,155.46865844726562,34.242774963378906,190.6149444580078
240718,223.67471313476562,155.77000427246094,159.9937744140625,34.65019226074219,190.4756622314453
240719,223.80442810058594,151.5800018310547,156.83416748046875,32.7721061706543,185.25265502929688
240722,223.45523071289062,155.8699951171875,160.53199768066406,33.15964889526367,193.9676055908203
240723,224.5028533935547,154.0,163.23312377929688,32.7422981262207,192.35594177246094
240724,218.04742431640625,144.6300048828125,150.8438720703125,31.50017547607422,180.1390838623047
240725,216.99981689453125,138.32000732421875,148.7706756591797,30.90395736694336,174.48828125
240726,217.46875,139.99000549316406,151.13291931152344,31.152381896972656,179.1243133544922
240729,217.7481231689453,139.75,149.7275390625,30.63566017150879,177.7215576171875
240730,218.30685424804688,138.44000244140625,143.0495147705078,29.94007110595703,166.08172607421875
240731,221.5794677734375,144.47999572753906,160.1532440185547,30.546226501464844,180.01968383789062
240801,217.8678436279297,132.5399932861328,146.5380401611328,28.866878509521484,163.15682983398438
240802,219.3644561767578,132.5,143.34852600097656,21.3445987701416,158.49093627929688
240805,208.79833984375,134.82000732421875,141.61422729492188,19.983234405517578,157.137939453125
240806,206.76292419433594,130.17999267578125,143.4481964111328,19.704999923706055,157.9039764404297
240807,209.34710693359375,128.6699981689453,135.82327270507812,18.989999771118164,155.3173370361328
240808,212.8292236328125,136.32000732421875,145.26223754882812,20.489999771118164,164.10194396972656
240809,215.7526397705078,134.27000427246094,147.77395629882812,19.709999084472656,163.63436889648438
240812,217.2909393310547,136.77000427246094,148.13278198242188,19.360000610351562,162.0525360107422
240813,221.02682495117188,141.1300048828125,155.6480712890625,20.469999313354492,168.5987091064453
240814,221.47633361816406,140.75,157.1730499267578,19.920000076293945,166.29063415527344
240815,224.47303771972656,147.36000061035156,165.58538818359375,20.690000534057617,172.4488067626953
240816,225.80157470703125,148.55999755859375,165.17672729492188,20.8700008392334,171.29476928710938
240819,225.64175415039062,155.27999877929688,167.16021728515625,21.520000457763672,173.36407470703125
240820,226.2610626220703,156.39999389648438,165.40597534179688,20.989999771118164,171.2251434326172
240821,226.15118408203125,157.80999755859375,165.2365264892578,21.40999984741211,173.3242950439453
240822,224.2832489013672,151.6999969482422,161.80780029296875,20.100000381469727,168.13113403320312
240823,226.5906982421875,154.97999572753906,165.81463623046875,20.540000915527344,172.6079864501953
240826,226.93032836914062,149.99000549316406,159.0967254638672,20.1299991607666,168.6186065673828
240827,227.77938842773438,150.5,160.8609161376953,20.06999969482422,173.0357666015625
240828,226.2410888671875,146.36000061035156,157.66143798828125,19.610000610351562,170.9664764404297
240829,229.53746032714844,145.49000549316406,156.41554260253906,20.1299991607666,168.6186065673828
240830,228.7483367919922,148.55999755859375,162.28623962402344,22.040000915527344,174.39874267578125
